Дата,Компания,Событие,Сигнал,Балл,Почему интересно,Источник,Ссылка,Статус
2025-11-11T08:00:00+00:00,target=,Реструктуризация вместо банкротства: рабочая стратегия или отсрочка неминуемого краха - новости Право.ру - ПРАВО.Ru,restructuring,35,Найден сигнал «restructuring»: реструктуризация.,Google News — реструктуризация и смена руководства,https://news.google.com/rss/articles/CBMiREFVX3lxTE5ETWtOMThQVVNhc1lZWk5GSERpb0llSzJnUkRwRWQ4Q2VDLWZHVC1GQzBDaUM2WUtGLVVUZ3NKUGIwa01L0gFKQVVfeXFMUGhkcmtQVzRGWEVIX2dRWTRzMUpiOXVqWUJOdThQd1l2NUROWE80dHF0YWR6R29aWWhKTDBkZHRkUXhxeHN3RkNXM0E?oc=5,new
2025-06-17T07:00:00+00:00,target=,Масштабирование бизнеса – программа Shell LiveWIRE стартовала в Астане - Новости Zakon.kz,process_problem,35,Найден сигнал «process_problem»: масштабирование бизнеса.,Google News — CRM и систематизация,https://news.google.com/rss/articles/CBMiswFBVV95cUxORnZKNnZLUjU1WE9sTTBLeHl6YmlMaXlWZ1NMekgwa3MzemloVGxycmVBdUtyQmFRZU5UOUowZHdzVUVpR2ZIS2RhbXNpSVFiMFpBUUEzUXV2ek5idkpUNDNYRVBtZHlLRWhOQXl4Q1JLem4zemhlRS1JTnpNOFQ0WG9FUEo0NXdkRGRLSU9uTHl1VGhrYjFFX1pVVm5QZkljQUk3OXU4Qy1kTk1zV2pKVWpiQdIBuAFBVV95cUxOME5pQnhnUFlGNHR0RlpWLTd4VG1zUlZydXM5SGtLR1ZOZ2tCbGNDNlo1ZnR0MjM5ZnhRbkUyTnBDUkM5ejhlRzc5c3JHc3g1Vlo2NDFxRDlMRlhjMHp1UUM3R1M5SURxX1NuUnVudXlrcDFYWHFqU1VCaWU1bmg3ZXlCZHN5UHVKc0tqM1BtdFJBcXB2MDFkcEZnRFlhVzNlVnNyZXZNWmUwNVk1aHRKTzE2VFoyWmZY?oc=5,new
2025-05-16T07:00:00+00:00,target=,"Курс на масштабирование бизнеса: Елена Шевченко объясняет, как выйти на новые показатели даже в кризис - Собака.ru — Журнал о людях в Петербурге",process_problem,35,Найден сигнал «process_problem»: масштабирование бизнеса.,Google News — CRM и систематизация,https://news.google.com/rss/articles/CBMiXEFVX3lxTFBKVzdDNnlFR0xyVzNrU2twZXQzQkE4N2dIYlFfcmdZLVVFX1NJbDlBTlNKcmVpZDBqVW81NTNJUE5Sd1IxVTQ4bW9kQjdncW45ZDJuVDE0NFhNUWpo?oc=5,new
2025-03-28T07:00:00+00:00,target=,Психология успеха: как навыки предпринимателя влияют на масштабирование бизнеса - Деловая Газета.Юг,process_problem,35,Найден сигнал «process_problem»: масштабирование бизнеса.,Google News — CRM и систематизация,https://news.google.com/rss/articles/CBMiVkFVX3lxTE02R1pKUG4wUFFUUWFGdDdYUzhMZmVOaXhJS1BPUWFmMTdSSE5TZHM1dG5XWGxNTXpFb1lBNGpvREVtQVpBZkZtbUtzU1Z3MEVpT0UwNDRR?oc=5,new
2025-03-04T08:00:00+00:00,target=,"Деньги есть, а роста нет? Почему хаос в финансах убивает масштабирование бизнеса - Клерк.ру",process_problem,35,Найден сигнал «process_problem»: масштабирование бизнеса.,Google News — CRM и систематизация,https://news.google.com/rss/articles/CBMiU0FVX3lxTE9RU2Q5WDd3R1JwSVhDYVR2dlQ0RjhibTRfR3pIV0FKY2Y4ZXVyOHBrQjZhOFlWX2xiUTdQbDRhM0NzSkgwdk1TVGIya1Y0U2tmLXhF?oc=5,new
2024-09-16T07:00:00+00:00,target=,Масштабирование бизнеса: как из одного заведения вырастить сеть - Biz360,process_problem,35,Найден сигнал «process_problem»: масштабирование бизнеса.,Google News — CRM и систематизация,https://news.google.com/rss/articles/CBMilgFBVV95cUxNYlNpelljUXNJQ0x5RzBsQ2p3eW9BS0dJQXdnX3dYWDAxWlJYUk5sOHRsWU1sX3VWNF92Q2YybTJYTVlnZUxiaU9kNE5YYmZ1SXdSTUlnZGdXT0Y5S2NOSEc2akVteTNCdG5MRHlpU2MzMTFZWS15VnVzdFR0aFd1dGxHV2FjRmd4V2hCWHdBdm9PLWp3TFE?oc=5,new
2024-05-27T07:00:00+00:00,target=,Бразилия и масштабирование бизнеса: как выйти на бразильский рынок? - Forbes.ua,process_problem,35,Найден сигнал «process_problem»: масштабирование бизнеса.,Google News — CRM и систематизация,https://news.google.com/rss/articles/CBMixAJBVV95cUxQR242dlh0NG9INnRqTlNSVThNdnhvdkRfcVMyM09LSmVaTmlLZU02d0Ntd3hBeUZRX1BCZ0MydG1FRU9SeU1BdGdkRS00ZXBkd2Rib19tZll3blNYU1RRejZxQVBsRTdLS1RZZWQzOF84eWx2QnNjVHp2bzJHRWtBaEdyc2xtNktWcWF1RXRtTEhXQzh6WmxlZUZ6RkczaENsZlJGNWRWSndOb1E2VGVfcDk5MzlxYzJnaktycGszMkxxR0hFbTRmQjgwSHdRVG5hWkJTcm1LcTR0VWxvYmdyN0d5dEp4bE1GMHhjUm93ZDVuTG1LSkN3SnBkaklGR1ZfTGRHRkk1WVJQU0VIVGROUjN1SmhGMTRDYjVzNlNaeE9KY0x1ZWg4VExBajREMjJQRl9NMjRIdEYtTkxEeW9LXzFWcVk?oc=5,new
2024-05-24T07:00:00+00:00,target=,"Масштабирование бизнеса в 3 раза: острые задачи и решения. Опыт Ругии Кенгерли — в Клубе Про бизнес, 30 мая - probusiness.io",process_problem,35,Найден сигнал «process_problem»: масштабирование бизнеса.,Google News — CRM и систематизация,https://news.google.com/rss/articles/CBMi3wFBVV95cUxPU3d2OFJrV0dwbzF4anNPU3dDWUoycDhmZ285SHdadDNYU3JKVFdtYVhyazJETFJlaWkyV0lTNVQ2VE1TcUlVbWJoTUFaN2lPUnNoMmtNbXFlZ1Q5WXdWbkszN0FVZm1ReHZiREZVbTVqV2tMYzkwNURaX3dwNE10MW1iNVV1RlRyQmtCRFpGTTVhY3E5c1FvSnV6M1NIcHZYVXhFQ2h4eTNlcms1LWRDSS13andwaGc2WTYwbVhLRHVjZ24wWVo4bWNmYmVwYlBVbjY4eWdYVWpzRVVSZVE40gHkAUFVX3lxTE8yMGpvYnE5aVVEOG1uemZqZFBNTlpOQWhyZlF4dDVveHVpWVVFaE1TaTczWlZKTnNvSUZoTUVaclRTWFg2NHpmWmd1NWFzenVlOTRJc2V4Vl84bHZFVEhVWkZDanVqcTAtMmRTSVpJUzhlVjJQRWZmNHM2aDNYVjdQYkFuSGl2anFSd2hMY1IwYjJyS3dRUVV0S05PSFE2aDhfZ2VpTzROYzFmeEE3bDFvU3N5YWx2QVRvbWFZZ2c4UE5rQTAtM1hvMnZRODlNeGxFdUp3azIzSWQ5UnQxX3piUm5RNw?oc=5,new
2022-10-05T07:00:00+00:00,СДЭК-Глобал,«СДЭК-Глобал»: курс на масштабирование бизнеса - Smart-Lab,process_problem,35,Найден сигнал «process_problem»: масштабирование бизнеса.,Google News — CRM и систематизация,https://news.google.com/rss/articles/CBMiTEFVX3lxTE8xNnQ5MW52dUtvU2NRU2pVZWtPS0VKZnZqTjhYbksteWNRWXdXMmZzN19WQWhXRzFPX2FNVkZRUUt1WHpFbTdLZzViaGw?oc=5,new
2021-11-24T08:00:00+00:00,Казахстанский стартап,Казахстанский стартап привлек $3 млн на масштабирование бизнеса в ЕС и Центральной Азии - Forbes.kz,process_problem,35,Найден сигнал «process_problem»: масштабирование бизнеса.,Google News — CRM и систематизация,https://news.google.com/rss/articles/CBMitAFBVV95cUxQbWtmbndnVE9aN3RVcWg4aGxSNnVIQlh3Uk9PaTkyYVJ1WHM0b0Y2QjhOdWVvdENaLXBRTmFuamI4TjVvdkdjUVBtT0dHY2QtQVAyUmRGLTNsSHZuQUstTTlfMjZGUUppY3BESDFYVXVjRDJsSnRRYWxhYjZIclVpb1dhOXF5cFA3aU1CT2J0OUs3T3FRSFhSWW9xeVM3UDBxbVFzYWdlMkI3Q1pteHJSckg0ZjM?oc=5,new
2021-10-22T07:00:00+00:00,target=,Реструктуризация платежей по кредитам и займам: рекомендации Банка России - Центральный банк Российской Федерации,restructuring,35,Найден сигнал «restructuring»: реструктуризация.,Google News — реструктуризация и смена руководства,https://news.google.com/rss/articles/CBMiUkFVX3lxTE0zbWFkLXBENDRKZXJFN0N1TmE3UmZuNktIOVlVdVNPTi1ybEM2NnFJTFllbjMwcllRa3dVSlctQmpLNDkxX0VpSnZ2dUJkc0Q1RWc?oc=5,new
2020-05-18T07:00:00+00:00,target=,"Смена генерального директора Shopping Live, российского предприятия концерна HSE24 Group: Илья Кирик покидает компанию, ему на смену в качестве CEO придет Мария Островская - Интерфакс",restructuring,35,Найден сигнал «restructuring»: смена генерального директора.,Google News — реструктуризация и смена руководства,https://news.google.com/rss/articles/CBMiV0FVX3lxTE9JcnJmTDJGaHpUcEVDbEE5TGtmQlRWMGhTbHVXcnB5Wk5ObEVrTGVENWNRU2VnX0RlUDdVRTBnVFdpSVlRczRiNmRVVUwydWNRUTZUQ1VVWQ?oc=5,new
2020-04-28T07:00:00+00:00,target=,"Как спасти бизнес: реструктуризация, кредиты на зарплату и другая помощь от Сбербанка - Сибирское информационное агентство",restructuring,35,Найден сигнал «restructuring»: реструктуризация.,Google News — реструктуризация и смена руководства,https://news.google.com/rss/articles/CBMiZEFVX3lxTE9zaG5RaUN0eGxCTGpaZmNZdTJnTHhlV2ZaUW9EQ01wVG5veld3MEI5S1ZzVjBmaHNvWWJaTG15TlozMjgxNmd5MzhLNUtPaXVUM05pYjFKcmo0NWdVbks3X1F0dEo?oc=5,new
2016-08-26T07:00:00+00:00,target=,Масштабирование бизнеса: филиал или франшиза? - E-xecutive,process_problem,35,Найден сигнал «process_problem»: масштабирование бизнеса.,Google News — CRM и систематизация,https://news.google.com/rss/articles/CBMiogFBVV95cUxOQWZxdVAxcWhTWjJfMnFoSllIWUp3RUJRTDYwRGRvNVJDb3pTMjZNLXVkYks0UFZQZ2d0Q09hYnFOSWRvbmxzZC1XQW1nM3Z6M1ctNUFHUWxPU0dRTTU0LUNYcm9nbHJ2WHA5enRhdmk5S0w2bnVvYWRBVnA0cmswS0luTGQ0THJtYW1PNzIyVGZQM3RmS0VzUHl3bUtJUS1oX2c?oc=5,new
2015-01-09T08:00:00+00:00,target=,"Михаил Бахтиаров, СЕО Major: создание и масштабирование бизнеса, местонахождение в 2024 году - Новый Омск",process_problem,35,Найден сигнал «process_problem»: масштабирование бизнеса.,Google News — CRM и систематизация,https://news.google.com/rss/articles/CBMiiwFBVV95cUxPT09JTHdOck52ekFGRW5iVUxZcndWdDc0Vk91OS1OS1FYZHZzcmJIb1ZxbWl3WkxESG54Wmw2LWg2OEduc2hvYkpnOW84MGxaVC1nMXB3aHFhMndpcE5TQkFLa05Ja0pDcF9HRVBJMHI4clc5N3FWSko0bnRod1pNYkk2OVZfb3dQY2530gGQAUFVX3lxTE9YNWp1b3ZuaVh3MWg1YjJjeUVwcFVJMDMwTzRtX3RNQmxRd202Wm1vVGJfd2JmaTBsN1pEVlVVQVBLRU5adUpVTVhZeFRuZXA5WTJLVUtIN3BGSDlGaUE3RVpZeWtKaHIwblNDSnBOeXN0OXd4M0xCTXozR3F3TkVwN0pXcHRlWnFFc0N1SVR2Vw?oc=5,new
2026-05-22T07:00:00+00:00,target=,Операционный директор по криптовалютам Robinhood Таня Денисова покидает компанию - CoinDesk,management_hire,30,Найден сигнал «management_hire»: операционный директор.,Google News — коммерческий и операционный найм,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOSjE5RVZkQ3d2eGR2QXRON29DTURtU1Z5VEY3aE1wWkxyNk9fQzhmYUZXRnRLeDUtV2w0d0MxUWJhTjJneTFUa3dZa1dPblIwNjlqanFuMDBzSFYyb3o5ZWNodllOUlBjQV9HTHhycmhzOVEwU2VZOHRDSnk0VVpSb1FHSGpja2k5bFctRF9sUThqaC1SN2R6bjVjaG0yY2ZzQ3ZEQllzYlBZa2ZYc09SMDBWbU43dUg5ZndvR1pkbU5HQQ?oc=5,new
2026-04-09T07:00:00+00:00,Новый маршрут в Шанхай,Новый маршрут в Шанхай расширяет сеть Air Astana - DKNews.kz,marketing_hire,30,Найден сигнал «marketing_hire»: cmo.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMimAFBVV95cUxPTURWdWUtTWtkb0kwbE1Fc2VsalRjczhXNENOSk9MTnhReHlkUHVpREJySkw1cmRsYy1oTkZvZGI5TTJOeGlidlI1andUNkk5eW5KN19MLWtTcHhaVEVETzhMT1RNcDhiV2E3ZmRUeVhydnBYNjNpUVpUMlZtOWw3anYtLVdWcmo0S2tPR2kwNEJKVDRidnhMcw?oc=5,new
2026-03-31T07:00:00+00:00,М.Косметик,В «М.Косметик» сменился операционный директор - shoppers.media,management_hire,30,Найден сигнал «management_hire»: операционный директор.,Google News — коммерческий и операционный найм,https://news.google.com/rss/articles/CBMigwFBVV95cUxPUmF0elQwM3hiTWZIWXFMV2Q4VUcyWUsxbVNuVWhUbWZEdFVnSEVaYTNYYUUxeHBHWTByNW5zMzllM1ptOHY2UWJxc2tPSDkxS2xxenZld2VfQW5ncExLX1dpZ1lhbWxUdy14OF8zTzI5ZGhNcTdYOFFYd1pWRGlndFNhWQ?oc=5,new
2026-02-04T08:00:00+00:00,target=,Обучение COO (Операционный директор): ожидания и реальность - Хабр,management_hire,30,"Найден сигнал «management_hire»: операционный директор, coo.",Google News — коммерческий и операционный найм,https://news.google.com/rss/articles/CBMiTEFVX3lxTE9sY3lkMFFHX2pBd3RTcnVfbGRyMzgzTkpoU1ZfQTd2UVdEaXBHdmJ5eFhFSzBWQXF1Qm5VUk9YcVVreFVhYXRwdVlDMHjSAVdBVV95cUxNMERTY2diaGxaZkx4N1pzUVJpWW4xbnZIM0xxd2hscG5JR1JKdXI3VUlvV2dRcDJGZ2dfWkQwNWFDSU5sSlBPREx2M3NacmtXUFJDcElnRlE?oc=5,new
2025-07-22T07:00:00+00:00,Элсетей Армении,Директор по продажам и и.о. главы «Элсетей Армении» Давид Казинян освобожден от должности - nv.am,management_hire,30,Найден сигнал «management_hire»: директор по продажам.,Google News — коммерческий и операционный найм,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPcElNYlljUXdhX3QxNUwwNV9ISXROb1k4LTJIX1cxTUM0UE9CUUZhVXJITVR6WkZvaUNYaHRlZldUd2o4Ry02RE1TTkpqdUE1T0N4dDFNREdHZW43NzFZY1VjQjdWcWs3OWdyM2J0aTMwcFRiXzgxYjNIdXJ1bHd5b25yaVctdnRJb1BLU1NFanJKRW9KTFVIcURUc2hONjd2R0kycjBEclE?oc=5,new
2025-07-09T07:00:00+00:00,target=,Операционный директор Apple Джефф Уильямс покинет свой пост - Интерфакс,management_hire,30,Найден сигнал «management_hire»: операционный директор.,Google News — коммерческий и операционный найм,https://news.google.com/rss/articles/CBMiTkFVX3lxTFB1M2lsSXZFZnFNLXVzbERNcUpWNXpPSzAxSy12REx1Yzd6MWlOUEhpR1hCVDREWFlBdWVGS0tKUkdPa3E3Rkp5cWU4MjJMd9IBS0FVX3lxTE5jMVpnNG4xNkZzS19KelRMZXRqMDlIOXBxX2tFWEpEQnFhX2V0X0FvS25IbjZqdzg0QmJSNTdvYVJDM1BlZUVQLXJSdw?oc=5,new
2025-07-08T07:00:00+00:00,target=,Операционный директор McDonald’s Дмитрий Корбут стал топ-менеджером компании в Польше - Forbes.ua,management_hire,30,Найден сигнал «management_hire»: операционный директор.,Google News — коммерческий и операционный найм,https://news.google.com/rss/articles/CBMi3AFBVV95cUxPOEdscHNzQWExclZZLVlMd081bktIbUpfcjAxYmwwM0N6Y2xvSERoVWhBMW5PeFVVeHI1NlhhNm9VcnVYWDVTdGVyaElwWkh0WlV6cUVSVWV6eXpjUEk5bnZZTTI5NUN2U3NiRVdBOFp4LUQ4ODA0WUFhNm1mcGF6TDZNNmhkU1RrRWhOYXI5LXBGVWFkbzlNeWNOODFQVGNLQ2h1bTU5V1QyR0FwNVl2eDNXeDJsQWdpWlNGRlNBYTZiaUVZR0lMTzJhdFFJTWFaaDZBT3RLdUk0dnRC?oc=5,new
2025-05-26T07:00:00+00:00,target=,COO: ключ к успешной стратегии - Хабр,management_hire,30,Найден сигнал «management_hire»: coo.,Google News — коммерческий и операционный найм,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBIZGx1elFYaHMybFRpXzVPU2FoV3hFNlU2ZXlmNzVqUW12TkNlUUprQVNjNFRzVi1vTnJKcncwYkVYNkpVMVFqa1RiOXA1ZkRydzQ5T01DYjhUcmxuLURiatIBV0FVX3lxTE90U29VQThxZFNaWUJKb0g3Q2hXWnZZRUdHSjVORUF5RTUxX0JKZk1yUVZnVmxCcE1jaU4tWHpUMnRYTWEtcFFUNWRSaU9Zc1U5TEFUajhvOA?oc=5,new
2025-05-02T07:00:00+00:00,Финтехинвест,"«AI способен помогать в более точных и надежных финансовых прогнозах, и это изменит рынок». Операционный директор компании «Финтехинвест» рассказал, что происходит в fintech-сфере - probusiness.io",management_hire,30,Найден сигнал «management_hire»: операционный директор.,Google News — коммерческий и операционный найм,https://news.google.com/rss/articles/CBMiwAJBVV95cUxQeDlSWGE2bmZjdzRrdm5ieVR6R1MwQk1uVTRxd05OTE5ucU1yVzUtdGtjbjdNMGZEZHk3TWRtQkVaRGU2QTNNVDY0dFdwSHVTN0JJeFhZNkxkQVlrQ0NnVDRxenJNUUNiNjVXYnZqYlBGOFE5dEczbGo4QXdaQXFZZmhCZkJ3ZFJ3cmdZWDdpcU5uaWcyUmVCUUViZDZZZzJQMjE0em9wZ0VCbUV0Q0NmVjJQdGdOeG15a053NWd3akxyX0J6aE5fM1VTY0hNNnRZZmtBa2dncTVSQmNodTZMVkx4NXc0VDRHSDFZeUg4Rm81MlBQWjVXX3h3eGVqTkZhOUU5SkZZQUhNaUpESmRSTkQ5RFNaT0N2T2c2X2FFWjJtQmhPS2JmcThXNkpnUVdMdDdmamQ0b3BGRXZfaU01VdIBxgJBVV95cUxNd2FJM1Q3MXd4LXNEM2I1WktPQmRnTW1kVHVkTmhQT0JvVnFjbFNkNkl3R3lZVjR4eFVLOFJGT0NoSkszOVA4Y3NFTTFqdUQzdTRjZkIzOE94Rkl5RjREMndvQ2Qtd1psdHY5QzhNMTVqdUNweVFCX0Q0M0ttVlJxU3c4bElUSC12cm1RcERZdWtiaTAxOENiSWJfRUs3M19uRGlHRVEzNGFoSmdmdGhySGRoWnpTLVBjMDIyT08xYnhPWmxxLTJXUFZ5OGhSWV80TWVCN2NUc3BtZU1mU1hZVDBPOVVDUzhEaGVRRzlLelpLbWFOdkpnZUFBQks2eFhHaEQ0WHlJZDhWT1duU01HcGJHbUM1ZWdOVzhUOXhtTF96anlLdG5WUDAzUEhCc2NJVmJOWGx2b3RFMGczekd6UnVYNFJuQQ?oc=5,new
2024-12-13T08:00:00+00:00,target=,За что должен отвечать операционный директор и как рассчитать его зарплату - E-xecutive,management_hire,30,Найден сигнал «management_hire»: операционный директор.,Google News — коммерческий и операционный найм,https://news.google.com/rss/articles/CBMizAFBVV95cUxPM3ZBbkU2aXUtSWFlN0wzYjU4am1xWXpiOHNkRkNLRzlSN1Mzb3lMTzNoeHM1VHNCTnRmY2ZtOVdxUE9rd2hVSXJBWGxkR2lDMlczUWxZaTVGZzNjUG56VEotakQya3Zha2w1amNyTGJrSWF5SWdVTWpYMlpoV0VqeTRTbWU0Zy1LV0pQYVhQTmZZZXZHR0NtZkNFMVFSTDNjY2pfTHB5S09ZOXZsMUtoNzhVZHB0d1RWaUUwRndQQm1WcGpyVEpyT21UTlo?oc=5,new
2024-07-31T07:00:00+00:00,target=,От кассира до операционного директора Dodo Pizza Кыргызстан. Сотрудники о карьере в международной сети пиццерий - Weproject.media,marketing_hire,30,Найден сигнал «marketing_hire»: cmo.,Google News — коммерческий и операционный найм,https://news.google.com/rss/articles/CBMi2AFBVV95cUxQRnpmWkJkMVAwYVFEanFPcTZjd0l4aHh1OS1Mcmk4Ty0tTzUzWkh6UTRtbWpRVW9qVUp4Y1N0M3phaEpRMmdSeFlCcmo1OGh0aE9oUkdZS3U5NHBZb0FsYnN1Sll3TVYzbjZGQ3JDMVMtdjBjeGRtOE9nTlltZ1dJZ2FrQTNMbkpZTWJqaGpfNWtLU3pfVkFlLWVIanRmV3dEVkxBZzJ6S0tJa3lacTlsU25HN0U5WEJRbFh2VklPZnJGSFVvQTUxZ2hxUDZCT2ZEcDdvRmgzMC3SAeABQVVfeXFMT0hCNXZWaktoNWJfV2Z5ODE4MUZsaUZrWWR3bHZYLXRiSGx6OU40OC1JY3loRGZMWXk5QV9XdE5KS29XUUp2SmZUX21UNEJ0Mml4WkRCNk9EMkRJdEQtWDBkMTkwd05aR1kydFFFZXpnc0oyTWU3YzViVXhCbURZYjlxdjlJU0QxSTZJLW9VeXZkbUd4R3ozVUhMLS1FbWlRMks1Tm5oVGZUSlV2a3lCWnBHbFdPdW0xMkpfeXNodGpORURKamJudEtMdW8yTDQzRW1Tc3RDUmE5UHBSQ3N4cWQ?oc=5,new
2024-07-17T07:00:00+00:00,target=,В Girteka новый операционный директор - logist.today,management_hire,30,Найден сигнал «management_hire»: операционный директор.,Google News — коммерческий и операционный найм,https://news.google.com/rss/articles/CBMilAFBVV95cUxPU2pHU1JWZDlsWk9GUnpqWWpJcnZsTTY0WXNOVG1OTEpUVFV2N2NvWjhld080cDRwVnByQTlxU09pQWE3OVYtQ29zMkdHVEZ5SjFFallVY2lOMU8ycTB5cjdDOWZxMHl4eVFUU3R0a1RIOXV5S3dqRFEyUjYtVlJiZG1PYkZRNkp3OHRDdWhlVktUbmVu0gGaAUFVX3lxTE8yYzBZSlhCUi1CcDRtS093bG4yaXFCdjNnNUVpOGJBaklQNk9aOURSaWxFODU1aUR1aHdTVUVQSFpJaEloMWlyMmpVNjZ0bEt6eWRIc1NWd2VDSV9Rbi1vc0ZKYkJXMllvYXV0MDBreHBkUmJOc0dVZVliOWk3OUZhcmlDc3Q3M3MwSkdBY2JXaVdYaUdCMGg3MkE?oc=5,new
2024-04-01T07:00:00+00:00,target=,Операционный директор Sony Group Хироки Тотоки стал временным главой PlayStation - Kanobu.ru,management_hire,30,Найден сигнал «management_hire»: операционный директор.,Google News — коммерческий и операционный найм,https://news.google.com/rss/articles/CBMitAFBVV95cUxPZTI5aHptQkRjMWZIcndZQ04tQWpLd01ISUVTbEkyN3lMakd3NlUyclB3NkhKT1JWUFZ3LXhMVDV3Z3AxNXNBaHFXRE9EUDhoaVFDOGlwSG05RGVhcnlsOFhtUzYyMHBsNFZ1RzNwVjNucXlUZVpiWUlLd2xfWS0wUFBjdEU4MjBzZElIdC10elBReWYtMy1YY3p3MzB2ZXZVTzVNTmNwZnAwVkFqanQ3bG1IOXA?oc=5,new
2024-03-11T07:00:00+00:00,target=,Кто такой COO и каковы его функциональные обязанности? - Forbes.ua,management_hire,30,Найден сигнал «management_hire»: coo.,Google News — коммерческий и операционный найм,https://news.google.com/rss/articles/CBMijwJBVV95cUxOZFBRUnBiWGxBTTRWU3gzY3ZUcXRoSnhJY2hiMzZUTnVQM2F0a0hiT1Q0bndLWGd4WjhicXREam51RXVzZ3hFajRaQjFDTl9SLWwxdEt5YTZYenFnWDFrb3NYTGJQZmlCdzZwSmxnbG5oQUhESk5nT0xNYWpWcnF4c19EY1h5LUVxTGwzOVozLVJuTUdlWGpKc0lINmoxc19iNDFOOWRBbEVOM2NGa1JKLXlQN1duWGlwdGJydEkzRC1XTFlfOWZ6RXBiM0VXcXFOTjBqa0hOc3BrV25mNzRWZ2RmVHJhSjVXSHZZbjdRaTNZaklDQVc5WVdYUWxueWthc3puZ1JOLVBtTGx2ZHBv?oc=5,new
2024-02-22T08:00:00+00:00,target=,"Уволена главный операционный директор Cisco, должность упразднена - CNews.ru",management_hire,30,Найден сигнал «management_hire»: операционный директор.,Google News — коммерческий и операционный найм,https://news.google.com/rss/articles/CBMie0FVX3lxTE14WVVjV2FaZDNRQmlaN2g2aUhnT1ZaQlVERkpLYXdtbF9Nc25ELTBzdENaanI0YlNkMDF5alhLRVRzMDVNRTR0dXVBbFk4ZF92TF9MQXZldmpwbXdTZ3JRdE1lOWxTcGJxV3E3aVpjWm1DRTNDbC11VlFYNA?oc=5,new
2023-12-06T08:00:00+00:00,target=,В сети Sunlight сменились генеральный и операционный директора – Новости ритейла и розничной торговли - retail.ru,management_hire,30,Найден сигнал «management_hire»: операционный директор.,Google News — коммерческий и операционный найм,https://news.google.com/rss/articles/CBMikwFBVV95cUxQTERmYmFjdHBPUWJaaTNBWDI3S1ZBSTJNNndjU1FpSi03ajltbkt6aFRibkRGelJtZ3kyUVhxNmJ2enRGU3JHQjBVSXpNS0RGSUZUSmxTb3cwZzktdkpub0R1Z1AwR1BjbF9xaXdvRF9IVTZXTTcxM3VrQjNLd2lOLUJoVUhRdGZ5bFZRQU51MXZNQ0k?oc=5,new
2023-09-14T07:00:00+00:00,target=,British American Tobacco закрыл сделку по продаже бизнеса в РФ - Интерфакс,management_hire,30,Найден сигнал «management_hire»: cco.,Google News — реструктуризация и смена руководства,https://news.google.com/rss/articles/CBMiUEFVX3lxTE8yTDVEY09tN1lXbnZKLUhBdEFONEhrdVZUdjNtNjhLbnR1RFh5SDFlN2R6cVVwbGVjWmxISGl4MmFsSVFDTFpiaTlRSnFNWE8x0gFKQVVfeXFMTkRhNlRTNGJtTGpGazJFSGVxS3hxRlNfVENTbEhydjh1R3BBMkpvbEYyTjNyOEFRRF9qZVlrYlRuY2tfM0N1a3R1U2c?oc=5,new
