Дата,Компания,Событие,Сигнал,Балл,Почему интересно,Источник,Ссылка,Статус
2025-12-10T08:00:00+00:00,Castelion,Компания Castelion привлекла инвестиции для производства гиперзвуковых ракет - Armiya.az,funding,25,Найден сигнал «funding»: привлекла инвестиции.,Google News — гранты и инвестиции,https://news.google.com/rss/articles/CBMiR0FVX3lxTE5EVEtOX3V0dDRucDBfUzAzUFVoS3R1QnlvUHBLM0dfSmFkVjZfNlhoZjFVaDJUUnNyQ1p4X0xpMGZmN2s4eTgw?oc=5,new
2025-12-02T08:00:00+00:00,Street Beat,Street Beat расширяет сеть с детской секцией - profashion.ru,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMif0FVX3lxTFBTblBtaUljTmpxeWFFRUZWQ0xRWlhaRUZkWkt0ZVRVS0FOMzl6emo1Wkk2VkNTZHA0TVNodlJCeUx5MVExOEpyd1BGQjFtVDZTOS1xUVFTRlJpVzA1V2hMQ0J4Y0JEMklTckJNR0JqeC1QbFU1S19zT3JmbVdHc2c?oc=5,new
2025-10-01T07:00:00+00:00,ВТБ,ВТБ расширяет сеть отделений в Ленинградской области - spbdnevnik.ru,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMilgFBVV95cUxNZ2k2d3hOblo3TlBTTUIxbkkwQ1BrM2VHV3BMWjZhLWxfcEI5ajNzeklBZ0Etb2lwZjRucDhzSVgxQVotbGFTM2VtbU5rNm5na21YV0F1aF9ESGY4NjUxbzUxMzJkNERKR3RYeG51QVg3YmdXMzBhUVlnSDd4aGJqaEJuenFJVi1CNFRjeGxPY2VMZ2t4WGc?oc=5,new
2025-09-26T07:00:00+00:00,Beeline,Beeline расширяет сеть в Восточном Казахстане: быстрый интернет в Усть-Каменогорске и Риддере - Риддерский городской портал,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMiywFBVV95cUxNcnYwRWZhd054Y05vY3BkWDRWRk9SUjZyYWVjZC1YbVpVcDVGTnpmMHA1SE5WZEdldWVGSTBiSnh0VUFGcjJjdHZ5cWwtT1ZxVDFlRmF6c0VmTHB4UlB2MjFHUjJPRWcxY0Q3TzJXaWhuNFFCOE1kd25nYjNILTJxYVlEYmlvWVdrNk9keG1oVlpEbWk0Qzloem9reGltc3pfZ0dpSDQ4dWloaXJoeExqSjY4d3prMS03eVVlVldnSUVBNEdnRHpUMm5VZw?oc=5,new
2025-05-22T07:00:00+00:00,AT&T,AT&T расширяет сеть за счет активов Lumen – Публикации - Finversia,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMikAFBVV95cUxPZjVFd1UtZkNPc1FyM2VZcU12ZW93YXBGMzdSV3V3c2JBb0hQWlFtWnBvUG5jaGdTM3A4ZG9qXzBPalB4dDBpMEV5aE0yZUJSNml1SnBpbnZlN2Z4bmExeWNEUm9yMXRhMlVPNmpZbmgzUjU0RFVuUGdBOFNDRm43d3ozb1RLX3diTlRtXzRHb0c?oc=5,new
2024-12-06T08:00:00+00:00,Home Credit Bank,Home Credit Bank расширяет сеть отделений в Алматы - lsm.kz,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMidEFVX3lxTE1tUk9hZXdIUW1WTndBRXN4cV9WNmpIQ3dnR09uenV3YjRrX01nNEFKNFl6aTRxR3BUVHY2RGVMRmRILWRqUnBuRDljaWo3ZTl6WFI4cFphVS1OanhFZnBxRE80ay1KQ3pmRElQVjQ1czJXQ0JS?oc=5,new
2024-11-27T08:00:00+00:00,Точка А,Компания «Точка А» получила грант за разработку уникального диспергента для ликвидации морских разливов нефти - Медиапалуба,funding,25,Найден сигнал «funding»: получила грант.,Google News — гранты и инвестиции,https://news.google.com/rss/articles/CBMiR0FVX3lxTE4yVVhwX2F4ekd2WVl6RDkzbHJmUXVlNGt2OU9IcTZWbEdFS3ZCcHY4ZFQ5RTJDd0JSVXlnMHNlMkszblAxU1dn?oc=5,new
2024-10-03T07:00:00+00:00,Bakai Bank,Bakai Bank расширяет сеть круглосуточных зон самообслуживания - 24.KG,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMioAFBVV95cUxPU0hYQ2dlZy1TZU9BWDJfN3VhQWc2cHotalNPOEtZb3RMZFlpNGFpQVpiT1ZIZFFCaDBPYTZaOURQa2kydXdzNzFoQy1jcWp3Z3NBYThCOUY1QjVXQzZ5dng0OU43aXU4dEVjVHRLRGdZSGpqNDJ0Qzgzd1dVNGVrdFh6aEE0d2NOWENVazZZNTRkSzJlMVFMNlA1OEZSV2o50gGmAUFVX3lxTE5zTVNxd0RwSXBobTBGUXJyNDFuSU5WRy1famJGMGRmeWwzWE5keFFzdVVsYTFRQksxNFdPSHk1dUxYd2loOHBRalZXQ3VBaWstUzFTc0ZzS0t2X2FJTWRrbmJQa0otSk03TjVTc1p0ekluSzgxOTItU1ZVVURyT0phcWtRZGJNVE1FZTV2ZUZDel9tWHVMckNEZTlqRjhLeWVSWWdtS0E?oc=5,new
2024-06-06T07:00:00+00:00,Некс-Т,Компания «Некс-Т» привлекла инвестиции для производства LCD-матриц под брендом NexTouch - BFM.ru,funding,25,Найден сигнал «funding»: привлекла инвестиции.,Google News — гранты и инвестиции,https://news.google.com/rss/articles/CBMiXEFVX3lxTE9qREF6ZktRQ09UU3Y0cGQwZUNxTTB1VXhRQ2E5aUN1NFNxWW1MdFpibkZjU1I3OG5oUGswQTVqb2JySzVzd1NQUVZjUzlGS2xUN014TmdkeVhsblZW0gFKQVVfeXFMUFVsWkR6azU4eTNCeEVxXzBPYm5rd1lkd2dheF82QzN3ZlNIME5jeDI4UWFjSGpzTmREZy14dDhfdlFKRkhLQmNCaFE?oc=5,new
2024-05-03T07:00:00+00:00,Street Beat,Street Beat расширяет сеть в Санкт-Петербурге - profashion.ru,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMijgFBVV95cUxQYlYtTEVNX0N0S1NsbnF1eEJtaFBTUVNBSkFKRVo5eHNMSGx2ZFJGbmYySUtMNXJDeDNQT2t5R0ZvMGpjS0hrQW4tVFNKYXdubFZyNDhCd0VjWTNfQk5BbXVwNk56UFF2amd4NTU4aEtJWEprdkY3aUMyM00tQ21NUC1EcDBaUWFTa01VQ1hR?oc=5,new
2024-04-29T07:00:00+00:00,Fozzy Group,Fozzy Group расширяет сеть: где появятся новые магазины - PaySpace Magazine,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMimgFBVV95cUxOSG01R01temJjQ1I5VTJQUVBUcmdJbWE5NXdZdTVOYm56MlJ4WkloRUp5bVlXM3RTZmotc2MyRHpncjhVb0VUMzJLY01WY2pxNFhycE9vUG5TRFVLOXJLbm9QSVFzOGdSTjFid0J6OVhFMnBYZVREZG54ZGpmTzBCbVg4T2ZuLVhYRzBRcktsbE96eHRNQk1jZ29n?oc=5,new
2023-12-15T08:00:00+00:00,Керемет Банк,«Керемет Банк» расширяет сеть обслуживания клиентов - 24.KG,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMijgFBVV95cUxOUDFCMi1nWkI0RmZDSnRjTFZGZVU0NzVjMVIta1JpTnJleTZMdDQyVG5uZlhMVGxxODlKY1pzLWZjakJ3NzJTUXhLTExPQUlPZHlvc3NZRTczUkE4ZW13dXZGcTM0Zkh6UnRjOEduYzNuTkc0R2VJMXVtanRrS1VCZ1ZFYkVMTTJwSU16dXd30gGTAUFVX3lxTE5qTlhlS1RQV3dwWWdhMEtRaG5FMVAzNnVJVkpHTkNqWnNqY2VWMzc4X2lvd0dESlFjeHU2d1V6MUQ0RzcxcFVrYWVoTm5vT3d0eFZHZlNuYUdtRGtuSERfcDNRS2NvM1h5YkRLSGk4ZzN1aGV1d3dJNXM5Z3RCazFwRlR6NGpnY29JaTk2WWpXSGZKRQ?oc=5,new
2023-11-07T08:00:00+00:00,X-Energy,Стартап X-Energy получил грант от Минэнерго США на дальнейшую разработку транспортабельного 3-5-мегаваттного микрореактора - Атомная энергия 2.0,funding,25,Найден сигнал «funding»: получил грант.,Google News — гранты и инвестиции,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5FV054SGhvNi1pZHVvM1o1WnVtY09xeVdqYkpfUTQ1SHZ0REFWSnpBR1dQQk9lRTYzUHU4emRrdUlucGs0eElJSG5LbzBtMzFjeTNHbG9uQjh6STlRNkpGRg?oc=5,new
2023-10-24T07:00:00+00:00,Актив Банк,Актив Банк расширяет сеть своих операционных подразделений - Азия-Плюс,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMimgFBVV95cUxQSEJYSVl2YlhzaFNHdS1RdGlSRm1WaXpHa2JwWWo1b2NLS1k1bFB5NGdIQVhva0xyc0tod0V6NUUwcUlvR3A0azNVanFfN0hyWERhMVh3UWVFNFJxV3ZNNkZiWm9LM1pjN1ZuaTBrRE9Id1hWdGV2MHAtX182b0lLNWw3VGJsd19ad29WY21GWjAzYU5UeEZ4ajZ3?oc=5,new
2023-08-10T07:00:00+00:00,Mycar.kz,Mycar.kz расширяет сеть франшиз в южном регионе Казахстана: 10 августа 2023 09:02 - TengriNews,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPM05aQWROcG1tY3RXUHp1MVB4SnMxZWxUeS1mRTFmVk4tZTA0NUw5QnlTdDNXYmdjeV9WRkxDZmVLN2RrR3R0NDJjbk1weHJvSm1SWnJSTDZ4NWhHZHBmdDlsT0tNcUwwTzdoV1QwNV9zRUJOMmtLLTcyT3JKNEVrRmFOQ2JMb3k3d2F5aUxHMlJyU3VBZE5OUXRZWG44azZaSVkwMDlZUjJrQQ?oc=5,new
2023-03-11T08:00:00+00:00,Татьяна Навка,"Татьяна Навка получила грант в размере свыше 25 млн рублей, а Плющенко и Авербуху в поддержке отказали - Аргументы Недели",funding,25,Найден сигнал «funding»: получила грант.,Google News — гранты и инвестиции,https://news.google.com/rss/articles/CBMiVkFVX3lxTE1fLWVOWTFDdE90eVpOeDZTZWh4TkhCbmFwb2hxMEswMldhYnprQlAzZ0RLRHkwMWN3SldJeC1OWTVZWEVid3NVNkNHVEF0dUdsbmpEVTdB?oc=5,new
2021-12-20T08:00:00+00:00,Мобильный оператор О!,Мобильный оператор О! расширяет сеть к новогодним праздникам - 24.KG,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMilwFBVV95cUxPalF2OTZSWEtMcXppRHFQV2JJa2FmUzBWZUItR25LWWtEUWJPc0tFODlyZHVpTFBSczFPeDY5akxsc0ZFWlpVaFpTM3hhdUs5NHhWVEtOQlliMkV6RFRpUVFBZEcwSTNERnhnQnFrZVNjZlhGREpKVjZTS2lVV2RZNDQxQV9nSXp0QmVEN2F3dTFtWHpSOWo40gGcAUFVX3lxTE9PdGlfWDE3b05YaENtaFQ5eUp0OFEzN0xuMGFtMS1FdE5TUVE2UlB5V3FEYlNSbkhmVWt0eklSNi1wUFF4OWRpeTFOWm9LSDRhNTFJU0xNenJTVTVVNW1LN1JBYktqblV3LXJTRTRQQjV5OW8yQk8wWjREeHd0QzdKYXNGdFVwdDhyREJMZ0VQdGV4VXNya1ZZME1uSA?oc=5,new
2020-07-06T07:00:00+00:00,SPRING PR,SPRING PR расширяет сеть международного сотрудничества - Banks.am,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMiUEFVX3lxTFA0SDIxb01paGY4b283Z1RWT0hZZF9QOU5ORlJlRG1XcGpINFd6aUtBQmJ2c3N4YXU3dGlWZENMS0o1X2JYVnhkV0FHUllZeVlt?oc=5,new
2020-07-01T07:00:00+00:00,АгромашХолдингKZ,"""АгромашХолдингKZ"" расширяет сеть сервисных центров по обслуживанию с/х техники - Inbusiness.kz",expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMisAFBVV95cUxPYV9XVVlWU1ZrVmxkR2Jwd0ZidjBIUU1pX1Z0Vk5ONE41QkwwQTZxR2lrZHlRUUlQdktQU0tNUXFsN0EzSzdYZ2ZBTUxkTHFuYzBpdlN5WGdiUzRrOHViYmg4Z3Q5SUVqSWRfRUhzSHI3Y2M3cV94ckVHZzA0RVRxWW91QWt5WXV5QzI0bldxR01NS0c3R2VoOHpwOFNGWWJMOEdnamNDTzZIbl9scTJ1Ug?oc=5,new
2020-05-14T07:00:00+00:00,s.Oliver Shoes,s.Oliver Shoes расширяет сеть магазинов в России - profashion.ru,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMikgFBVV95cUxPdDVvYTZfenFBS0EtR1NEY1I1VERIdy1YbjFSVWVzYTdoNnV3dFdwOXFXanctbGMyQklxSTRtcm41TWwwSkdmVTFtb29vRzloVzg4dk9UY0RDckxVLUxvekUzT1g4blc4czZzblExUi1ERndQWWhGbUl5a2JPSzZ5T1g0OGlDVGhfOTNhQVA1RzBiZw?oc=5,new
2019-12-13T08:00:00+00:00,Газпромбанк,Газпромбанк расширяет сеть офисов в Московской области - ОИНФО,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMiRkFVX3lxTE9oeHFsRzNLeFYweUNqbF9zTGhEaUZyYklJcDNIeUZRUjJLaUZuc1FzWTVIb3VjeV83OUtUTFRhX2VkbTJVUHc?oc=5,new
2019-04-30T07:00:00+00:00,Street Beat,Street Beat расширяет сеть - profashion.ru,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMidEFVX3lxTE9QOHZieGF2SzJ3QS1CQldjT2Z4QU11dFNxS0Q0Ym52ZWtzcWQ1ZFlBMFV5VUxLSXlRUDN5UDA0Y1hKMEEwWVpoRXJrb051eHVUUGJSaFZ5NEdpUkF6U0hlTWxHSVJuNnhoX0JSX0VYV2V0NU1K?oc=5,new
2018-08-24T07:00:00+00:00,Самый SOK: миллиардер Игорь Рыбаков,Самый SOK: миллиардер Игорь Рыбаков расширяет сеть коворкингов - Forbes.ru,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMipAFBVV95cUxOWFhncUdJRkpLNnlmTVNGZTVTaVU0ZksyTEgtaUVPVkpXZUxrWElac3JnM0xoMVpyQWFZS0ZnaWhHTURhd1h3RXFTT1F0ak5lbzJOWE1Kc1hDaXY4MUgxc1dGNm9wREVWNDBvU1BRbllFZVNRLUYzM1RxZnRrSzdkZUI3TDBkTF8xalZfdDFIUWdFaks5U1ZVcnUtZ0FxaFN1WEEtMw?oc=5,new
2017-11-01T07:00:00+00:00,МТБанк,МТБанк расширяет сеть продаж мобильных терминалов - Новости Беларуси | БелТА,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMipgFBVV95cUxONVNKUGFuM1M3LWlnOHhUb1ZfVWpWaXA0Y3dfVmlwQlRtSEU4ZFlzcks3bXg2N1oxM3BLTDJfNmRrbXFGQnZ5bkhxcXNkLTNCWlk4N3ktbGlMTFktTDZxU01uNnJ4QmtwN3o2eG5GX0NkelRkV0dQbVhDTG8ybjZJaFNZQm9WTHVvTVBWcFNrT1NRQUFBb3FJZTVpRlUyX0lvUDBHeEVn?oc=5,new
2013-05-13T07:00:00+00:00,Банк Эсхата,«Банк Эсхата» расширяет сеть своих банкоматов - Азия-Плюс,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMihAFBVV95cUxNWmM5OW4xckxXUTRhX1M0emhJRlRDaVowYU5qSmhXY2pNUmJnU285eGhCZ3JGUGRPMUFta3Y1UldTa3JZX2lhQjR3bnp2dVpCekVrQ0Q0dkd4c0JlTjdJR19KemFBdG9WN2RsNHk4OEtqbzVSTmFMT29PNVJRYjJtVF8wWU4?oc=5,new
2026-07-09T10:43:42+00:00,Лерчек,Лерчек запустила новый бренд одежды - Новости дом 2 на 6 дней раньше эфира,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMibkFVX3lxTFBDZVFKSGp6Yi1SQkZZZjFNeUZnR1JPcEhTb0NKXzlPVV9EaUNVV1N3QWliVWYwWmhzNzhpaWhQRk5Wc19GQS11MzNuRkJYQ3hlRVp4R2YzVncyNG5ETXl5ZFRjODRNNTZYSHlqZy1n?oc=5,new
2026-05-28T10:35:49+00:00,М.Видео,«М.Видео» запустила франшизу ПВЗ - BuyBrand,franchise,20,Найден сигнал «franchise»: запустила франшизу.,Google News — франшизы,https://news.google.com/rss/articles/CBMiakFVX3lxTFBQY2xnZ0ZIMUpzZjYwQnoyZzBLYkxXeFExajFnc3NUSTF0Y05XeDByT1dHVDg4dE01YUNQVlZrX1lWZTVLYzNyRkxSaVhpeXJCNWxYUFBrSXk1aGhsdnNncl92aUN6VmUwblE?oc=5,new
2026-04-25T07:00:00+00:00,Онкобольная Лерчек,"Онкобольная Лерчек запустила новый бренд косметики, а Киркоров показал кукольные копии Пугачевой: новости из мира шоу-бизнеса - YA62.ru",new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMiZkFVX3lxTE1kYWxkeWRoRFY4ZXZMRFdBRHQ0aGY4M1FOODNUelkxaC1TanpQWEl6Y2otT0lJTU9VbmxjZEY1TVBHb1VQcnhpVGV4aU9uMUMtWnJ1eDVEVVBDRW9oTEp5UEhyOUJJQQ?oc=5,new
2026-04-22T07:00:00+00:00,Даже если меня не будет,"""Даже если меня не будет"": Лерчек запустила новый бренд косметики - Tochka.by",new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMipgFBVV95cUxQVVc5SDFmbW0xTmJLckVlRWd0bmtYSXhKS29pVXB1ZlF3cTY1dnpJak5aSzJQR2FrLWRVOEJWbjViaHh6alFJdThtNHJsX2U0X2FYT2JQaTJJX2pTV2lxb1pRcVRzWnZQcHRDc0hrc0FTWlBGR3puVVZZTjl3Q1RYLURUTVRZeUtsM3Zic3B0TUo5R3Z2SlBxeVRTNXBSMkpDY0daMHBB?oc=5,new
2026-04-22T07:00:00+00:00,Блогер Лерчек,Блогер Лерчек запустила новый бренд косметики - Forbes.ru,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMijgFBVV95cUxObWZBSU03ZGlURXQwZVl3eDhhdmxyUG9uN1JNel9HZzhIbkRfN3JDcXhtMXFPTWpFT2dmZElRc1pkSmU0ZGczOWsxTW1zajdwM0pEZ3lHZkI4YmtNWU54SWd0TVZ4ZFlWOWtUTkJjSWJpN1BueGFZWmRtckI4NlBMU29NRHF0dEIxN0lkLVV3?oc=5,new
2026-04-21T07:00:00+00:00,Лерчек последние новости: больная раком Валерия Чекалина,Лерчек последние новости: больная раком Валерия Чекалина запустила новый бренд. Фотосессия без волос и душераздирающая речь - БлокнотРУ - Лерчек последние новости. Лерчик последние новости. Лерчек. Лерчик. Лерчек последние нов - Блокнот Россия,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMi2AFBVV95cUxPMlNxVGxJTi1MOVNfTWtEdWhQS0QzX1JkQXg5S3BiTGJVLVJnb1lMM0ZCVFk3UWJIM2lWcjVxQjNGRTZXbWhVaW1pQmEtSENYUDZaX3dVd29NMmJST25NazdqNUVmV3BwWjh0aDhHRjllQUtwMGc5U2FWNjNyNkg5MkpycU5ucXR1ZHRNR0xfYVJqNEk5NTJ1Zkd5Qm1MZkNPNnJ5T0pycTEzMUlib3JUQUZYXzFITEJRT21hWUhyb2ZRRGN0Nl9jMWdiMXdtSFVBUGVndGJhRDY?oc=5,new
2026-04-21T07:00:00+00:00,Онкобольная Лерчек,Онкобольная Лерчек запустила новый бренд косметики - radio1.ru,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMikAFBVV95cUxQUFdmeHJxajdvSmtkZHhRa3RFSTgtUHpaMTlxall4MnlUMHdqT3h2bGxfOEJ5WlBKcThuNi1fbGRWUGlyUURZRl9ZTnV2OTBkZTdCcGpVWGVfcE9CbVhoM21uYmU4YkpkdnNJZzl3aTluWThFUHlkMzlKNlpPbXQ0ZkQ2S3JTSTRRSUZLei02X3Y?oc=5,new
2026-04-14T07:00:00+00:00,Yudashkin,Yudashkin запустил новый бренд одежды для повседневной жизни - profashion.ru,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMimAFBVV95cUxOTGFmV3Z5RTFyTm5OM1Q2UVZRUkdIbEd1MUdmSEUzbk9aU1NLT0xFV01rUXI1M3J2QWtpWUhBaXZ5QVd1VW8ta2cxTUxpTWxIU2ZPT21XNnlMeDRyOEZzWTY4RlJGQzRCWWNVSFZsdDJxS2xrbGtSaC1qQWJwREFoTVdxenpTUnNIMVVPLU9ZdERQU3hrMmlTQg?oc=5,new
2026-04-14T07:00:00+00:00,target=,Новая франшиза по God of War с Фэй обрастает слухами - Igromania.ru,franchise,20,Найден сигнал «franchise»: франшиза.,Google News — франшизы,https://news.google.com/rss/articles/CBMizAFBVV95cUxOejE0Tkc1Y1IyMVJtb0Jpbnk3WFc2MXZMZUk1MFFVVURQMG56U2d0elNhOTJJbWwwbF9LZzVvV0M0ZjJsLU80WXFGODRwT2phSDFYbVEwak9INjZYQTVUTXhlSUt2TWJXT0VWSEM0QXpzVUZKSV8zSWJwNWxhRG9LX0pKaTM4WEYxSFBzSVNZdEVCRFYxUXJ4UUlsM09yenM5OTVjNWZGbTlHbl9jV1FfZklVNnZIUVFyMF9rNGtEaVdnZDF3VWppa2Z6eHo?oc=5,new
2026-04-05T07:00:00+00:00,Игровая индустрия нуждается в абсолютно новых франшизах,"Бен Старр: ""Игровая индустрия нуждается в абсолютно новых франшизах"" - GoHa.Ru",franchise,20,Найден сигнал «franchise»: франшиза.,Google News — франшизы,https://news.google.com/rss/articles/CBMinwFBVV95cUxOYzdfWUwtSkRDOGhlY25DTlJZRHdRWm1pem9tZTZDVFNQcFctT0hMQ2VJRTJYaXk4ZnRVekwtREV2NmJEcG9pUFpoZFJKODRlT3NlVFNYZUV5cUt1dmQ5TlY3SWdqcTh0ZVJaZWJaMmota21hM0ZrZGNZamhBNmtIN05HdUFwM201UlpYbzZtZUNHbThiQTVZamp6NVNLY0U?oc=5,new
2026-04-03T07:00:00+00:00,target=,В России запущена франшиза детских магазинов от китайского аналога H&M - Forbes.ru,franchise,20,Найден сигнал «franchise»: франшиза.,Google News — франшизы,https://news.google.com/rss/articles/CBMitAFBVV95cUxOYjN6UkpOUS01OFFWZ2tsUF9vbC0xdFZ6QnpzSU9wZ2NMSXRPODBUQ1RucFlBazlaUWt4bUkzMzRFVFNKVU9mTE5OZlZES0s5SFlaMXN6blB2YUlDN001eGptMzR5d3JPMGppUU1VVEhTSkExQXRNdTVRRGUzMzZYS3lscS15RXNFWW5kaDJCNkhDSWJ0RWVKaWxlbjFNdnNCM2dLaVJRbFFQTEZma0ZhNWNGTEU?oc=5,new
2026-03-24T07:00:00+00:00,Сделали все с нуля,«Сделали все с нуля»: онкобольная Лерчек запустит новый бренд - REGIONS.ru,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMikAFBVV95cUxQOGdiVnM2QnNQWm9ONC1MRnpJOTRucVpsUUNRa3d0Y0VjQWpxdi1OOTEzSEd1a01FS3p0WmZSSTItc05Lb0xkS0FwQm1HdlEtcGxSZC1ybUZJYUxmTlZsQXFrOXk0LXdDXzdPMkswd1NGMHd6U28xZVZTYVB6RmtlaDEySmp5a0llT0d1OWJJdUc?oc=5,new
2026-03-20T07:00:00+00:00,Автоваз,Автоваз запустил новый бренд SKM с моделью М7 - РИА Твои Новости,new_business,20,Найден сигнал «new_business»: новый бренд.,Google News — новые российские бренды,https://news.google.com/rss/articles/CBMiR0FVX3lxTE1zQ2c1V1A4RFVtWlVtMF96TnBnTmItZTBIOXZ5bWxfY0lpc2JGME1CemRSWmZJTThXQ3luQjN3UVpFMGFOSzJj?oc=5,new
